                C(4)	                  Ca	                  Mg	                  Cl	                  pH	                  H+	                  pe	             Calcite	       Dolomite(dis)	
  1.206229705187e-04	  1.275819581473e-04	  9.684093191105e-06	  3.326025624241e-05	  9.901269959218e+00	  1.284260501120e-10	  8.445099218757e+00	  1.220122057510e-04	  0.000000000000e+00	
  1.210965713343e-04	  1.264771025143e-04	  7.569997786927e-06	  2.588005846828e-05	  9.903165558606e+00	  1.278369594753e-10	 -4.920220012673e+00	  0.000000000000e+00	  0.000000000000e+00	
  1.210957488159e-04	  1.264762799959e-04	  7.569997786872e-06	  2.588005846809e-05	  9.903163455047e+00	  1.278375704141e-10	 -4.926921563818e+00	  1.220076479228e-04	  0.000000000000e+00	
  1.214746564222e-04	  1.255983965267e-04	  5.864620623922e-06	  1.995986812277e-05	  9.904679884450e+00	  1.273679319069e-10	 -5.063674953031e+00	  0.000000000000e+00	  0.000000000000e+00	
  1.214741411411e-04	  1.255978812455e-04	  5.864620623895e-06	  1.995986812268e-05	  9.904678571789e+00	  1.273683116693e-10	 -5.056166669890e+00	  1.220047822643e-04	  0.000000000000e+00	
  1.217739038727e-04	  1.249065981300e-04	  4.502630574168e-06	  1.525725848299e-05	  9.905878994429e+00	  1.269975227319e-10	  8.375876671865e+00	  0.000000000000e+00	  0.000000000000e+00	
  1.217735876597e-04	  1.249062819170e-04	  4.502630574155e-06	  1.525725848295e-05	  9.905878191380e+00	  1.269977543465e-10	  8.369901370484e+00	  1.220030172734e-04	  0.000000000000e+00	
  1.220081533462e-04	  1.243668912455e-04	  3.425710306765e-06	  1.155836218253e-05	  9.906818644653e+00	  1.267078429988e-10	 -5.218502941636e+00	  0.000000000000e+00	  0.000000000000e+00	
  1.220079632111e-04	  1.243667011104e-04	  3.425710306759e-06	  1.155836218251e-05	  9.906818162959e+00	  1.267079815936e-10	 -5.219027646589e+00	  1.220019520562e-04	  0.000000000000e+00	
  1.221895541037e-04	  1.239497110806e-04	  2.582672541577e-06	  8.677454900981e-06	  9.907547414087e+00	  1.264835046465e-10	 -5.030437753592e+00	  0.000000000000e+00	  0.000000000000e+00	
